gene_id	mut_hf_R1	mut_hf_R2	mut_hf_R3	mut_nf_R1	mut_nf_R2	mut_nf_R3	wt_hf_R1	wt_hf_R2	wt_hf_R3	wt_nf_R1	wt_nf_R2	wt_nf_R3
ENSDARG00000077377	362	407	258.921	355	326.386	88	453	827.771	497	167	376	267
ENSDARG00000077382	25	23	22	87	107	9	0	62	31	0	4	49
ENSDARG00000077383	75	307	291	191	260	208	287	276	300	327	231	232
ENSDARG00000077384	38	8	0	63.362	1	13	0	14	0	0	65	4
ENSDARG00000077385	0	18	0	0	0	0	0	7	10	19	0	0
ENSDARG00000077387	44	89	68	35	55	55	54	48	127	71	51	104
ENSDARG00000077388	150.009	172.647	114.358	289.896	175.516	298.201	145.713	215.013	279.178	193.24	221.064	268.374
ENSDARG00000077393	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077395	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077396	109	126	37	27	82	35	72	82	54	12	53	93
ENSDARG00000077399	347	474	741	342	254	386	449	512	607	230	298	501
ENSDARG00000077400	960.706	1329.293	925.731	1429.6	1134.594	972.242	1291.049	1264.667	1440.012	1226.763	1004.651	1499.231
ENSDARG00000077403	1	0	22	0	0	0	0	8	0	0	0	4
ENSDARG00000077404	2084.045	2788.992	2002.644	1839.439	1340.188	1811.216	2325.093	2940.398	2942.016	1343.936	1377.399	1945.547
ENSDARG00000077405	1656.62	2826.55	2047.547	1832.404	1402.072	1425.025	1710.023	1886.5	2611.728	1611.029	1914.832	2068.888
ENSDARG00000077407	45	79	3	0	15	6	55	77	58	29	45	10
ENSDARG00000077409	129	100	37.08	107	24	34	60	142	70	56	121	88
ENSDARG00000077410	47	98	80.176	64	97	58	41	84	110	109	60	57
ENSDARG00000077412	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077414	220	270	183	255	294	84	224	276	238	0	324	272
ENSDARG00000077415	0	0	7	12	1	0	13.382	24	11.631	0	13.995	11
ENSDARG00000077419	104.132	110.838	149.563	210.052	182.707	229.528	180.004	254.705	169.182	149.969	159.124	88.909
ENSDARG00000077427	0	0	0	0	0	0	0	14	0	0	0	0
ENSDARG00000077428	2301	3625	2360	3047	2992	2168	2817	3318	3144	2255	2425	2991
ENSDARG00000077431	970.55	1273.076	1063.555	1127.093	904.985	616.374	1386.275	1359.613	1402.318	517.994	678.01	806.217
ENSDARG00000077434	171	253	197	366	52	43	199	378	361	29	69	234
ENSDARG00000077440	10.002	31.055	40.49	96.029	0	0	52.01	25.003	39.002	0	0	17.002
ENSDARG00000077442	1001.627	1333.906	1175.637	1862.475	889.278	1141.453	999.5	1310.168	1599.034	1071.344	1324.992	1647.592
ENSDARG00000077452	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077456	7	23	67	19	0	0	24	40	25	49	32	51
ENSDARG00000077461	26.969	59.984	90.922	75.98	35.6	8.427	124.013	68.235	45.316	43.307	0	136.702
ENSDARG00000077465	1580.793	2121.854	1568.866	1211.564	1565.247	776	1745.132	1951.127	1928.89	954.085	1706.29	1633.523
ENSDARG00000077467	199	158	181	157	234	95	298	216	273	158	143	126
ENSDARG00000077468	157	328	231	133	0	105	170	167	200	69	44	79
ENSDARG00000077469	202	348	230	350	374	434	390	297	301	361	338	504
ENSDARG00000077470	4	87	46	0	0	14	54	63	51	0	0	57
ENSDARG00000077471	153.364	272.424	253.035	79.42	187.568	147.014	203.177	163.063	226.043	110.864	249.177	104.178
ENSDARG00000077473	618	748	515	294	460	434	465	579	738	181	459	534
ENSDARG00000077474	22	47	6	34	0	0	0	17	34	43	44	0
ENSDARG00000077475	25.609	0	0	0	0	0	0	0	23.222	28.002	0	0
ENSDARG00000077479	13	24	10	37	0	0	0	17	24	0	0	11
ENSDARG00000077481	129.662	109.472	62.384	129.302	70.028	112.495	100.263	76.666	203.653	214.309	183.36	139.766
ENSDARG00000077487	10	42	49	0	0	5	0	23	15	0	0	55
ENSDARG00000077488	5.029	21.255	16.138	0	31.266	23.935	1.97	0	0	0	0	8.002
ENSDARG00000077489	306.765	835.638	629.341	395.816	173.642	264.354	336.055	268.968	529.188	16	264.502	362.468
ENSDARG00000077492	2926.999	4288	3826	4354	3857	3156	3571	3595.999	4608	2446	3394	4556
ENSDARG00000077495	31	175	190	137	18	167	132	111	83	44	58	24
ENSDARG00000077497	105.355	273.188	104.678	81.304	141.839	118.213	195.991	85.096	190.782	133.99	91.674	109.35
ENSDARG00000077499	2512.847	3644.805	2997.586	2669.494	2309.759	2161.726	2943.351	3393.883	3771.51	1841.896	2908.556	3312.713
ENSDARG00000077504	44	131	46	74	32	56	59	73	55	36	40	131
ENSDARG00000077506	5707.001	7842	6143	5822.999	5038	4504	6813.999	6684	7723.999	3804.999	4172	6362.999
ENSDARG00000077513	139	157	140	143	143	53	174	178	194	70	141	221
ENSDARG00000077515	2266	2997	2330	2051	2484	1737	2298	2858	3118	1675	2393	2604
ENSDARG00000077516	269.287	417.536	291.244	382.173	344.299	229.235	457.402	488.372	341.195	300.691	287.319	257.225
ENSDARG00000077519	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077523	25	38	82	35	16	9	30	54	75	0	8	8
ENSDARG00000077526	995	1116	1140	717	705	528	666	1192	1048	616	692	540
ENSDARG00000077530	2205.927	4018	2873.478	3818.14	2594.848	2710	2746.969	3377.26	3788	2060	2232.954	3523
ENSDARG00000077531	933.004	663.978	717.546	973	318	593.37	771	953.029	708	613	350.011	474.925
ENSDARG00000077532	260	400	349	268	222	197	347	454	465	146	288	386
ENSDARG00000077533	3528	7207	4887	5223	4781	4561	4495	5315	6681	3335	3805	5356
ENSDARG00000077536	1975.504	3381.028	2484.102	2716.795	2226.581	1624.599	2331.955	2514.963	2937.411	1657.026	2234.907	2758.585
ENSDARG00000077537	38	82	134.003	71	71	27	25	52	102	0	44	64
ENSDARG00000077540	0	0	16	0	0	0	0	0	1	0	0	0
ENSDARG00000077542	2	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077544	92	161.841	112.998	455.821	128	81.997	215.81	128.942	189.939	140.784	188.946	178.484
ENSDARG00000077545	1017.089	1856.998	1270.001	852.004	983	709.403	1154.988	1382	1975.096	778.753	678.176	964.002
ENSDARG00000077546	491	736	650	773	904	721	590	883	808	781	594	815
ENSDARG00000077547	21	71	48	54	2	14	72	27	28	0	0	19
ENSDARG00000077549	394.846	387.558	290.96	574.143	340.835	377.862	364.345	390.294	307.699	366.233	258.952	223.592
ENSDARG00000077550	0	0	13	0	0	7	0	0	17	0	0	0
ENSDARG00000077553	0	18	0	0	0	24	17	2	30	0	0	0
ENSDARG00000077557	0	6	0	25	0	32	22	0	0	0	0	0
ENSDARG00000077559	0	11	13	0	0	0	0	0	5	0	0	0
ENSDARG00000077560	134	286	138	187	189	111	46	228	248	128	100	173
ENSDARG00000077567	162.461	171.098	289.78	369.194	382.628	181.345	178.838	254.367	260.955	103.278	314.184	312.551
ENSDARG00000077569	653	1283	963	812	736	800	755	952	1190	565	961	752
ENSDARG00000077570	87.387	82.698	20.075	229.255	102	52.538	71.862	41.125	47.041	32.017	72.165	2.433
ENSDARG00000077571	519.982	869.957	850.048	932.916	395.355	800.359	670.554	811.269	914.803	376.57	515.289	708.154
ENSDARG00000077572	102.134	9.505	9.005	67.381	0	68.163	34.247	65.975	24.661	88.025	45.603	65.683
ENSDARG00000077573	10	0	18	0	0	4	0	0	15	84	0	38
ENSDARG00000077577	22	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077580	0	0	0	0	0	0	23	0	0	0	0	1
ENSDARG00000077581	1074.648	1857.017	1345.892	901.86	768.026	934.536	1434.104	1717.932	1693.382	924.027	623.991	1008.567
ENSDARG00000077582	119	293	141	142	110	77	206	99	212	18	88	110
ENSDARG00000077583	2669.133	1375.571	1158.6	2745.73	1031.159	2339.296	1766.578	2440.459	1854.996	1855.518	1116.912	1334.847
ENSDARG00000077584	315	467	313	199	208	273	230	348	428	75	340	229
ENSDARG00000077588	2	30	9	0	0	3	16	2.008	4	0	0	1
ENSDARG00000077590	0	12.121	14.001	10	1.183	4.096	12	0	17.913	0	0	0
ENSDARG00000077596	1397.398	2068.48	1277.441	1320.999	1311.998	1255.864	1640.555	2035.961	2027.408	976.062	1134.993	1801.077
ENSDARG00000077602	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077605	25	14	0	39	31	0	0	2	18	0	0	0
ENSDARG00000077606	64.759	108.001	74.114	2.323	31.719	56.608	71.501	101.627	52.003	1	13.02	67.047
ENSDARG00000077607	368.554	581.566	263.984	594.665	521.458	322.05	410.867	348.869	431.858	470	283.705	671.974
ENSDARG00000077608	1104.499	818.118	650.87	857.768	1354.497	623.34	1223.722	1427.721	1110.234	753.409	1109.003	1559.543
ENSDARG00000077609	18	0	0	0	0	0	0	0	0	0	4	0
ENSDARG00000077610	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077614	164	376	212	321	329	131	209	379	419	267	200	239
ENSDARG00000077618	51	17	15	0	69	17	47	28	37	0	53	39
ENSDARG00000077620	241	228	281	120	87	187	233	378	522	89	74	173
ENSDARG00000077622	2	16	0	0	14	0	0	12	5	0	56	3
ENSDARG00000077626	0	0	0	0	0	0	0	0	4	0	0	0
ENSDARG00000077631	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077633	0	79	31	0	31	66	50	42	54	0	8	3
ENSDARG00000077637	0	0	8	0	0	0	22	9	3	0	0	8
ENSDARG00000077638	0	0	0	0	0	0	0	4	0	0	0	0
ENSDARG00000077639	345	369.999	312.001	475	285.921	206	379	481	510.055	276	306	435
ENSDARG00000077641	190.318	200.346	122.876	75.116	198.495	160.578	103.906	129.164	112.007	156.426	124.5	171.821
ENSDARG00000077643	13	33	66.002	13	12	0	18	38.001	73.486	17	55.698	11.423
ENSDARG00000077644	0	0	32	0	0	19	0	6	6.149	0	0	0
ENSDARG00000077645	0	16	12	0	0	0	31	18	28	0	0	12
ENSDARG00000077648	50	179.099	145	55	152	35	199	72	181	0	72	62
ENSDARG00000077650	526	850	675	478	322	323	592	645	872	330	257	322
ENSDARG00000077652	838	1031	955.957	669	342	567	935.033	744	790.615	1270	626	860
ENSDARG00000077653	469	803.723	253.489	616	457	487.6	410	661.469	618.884	489.559	341.573	572.215
ENSDARG00000077654	429	704	558	494	442	312	490	540	644	246	487	467
ENSDARG00000077656	160	477	207	194	65	142	191	171	402	66	134	50
ENSDARG00000077664	467.159	456.082	401.459	398.564	325.372	452.201	252.242	337.131	505.28	233.224	558.024	365.354
ENSDARG00000077665	35.61	157.73	68.837	74.97	4.488	32.16	0	19.26	34.227	144.481	61.122	159.542
ENSDARG00000077666	93.698	77.053	44.835	97.075	37.764	18.32	29.946	53.999	44.417	2.046	0	19.914
ENSDARG00000077673	0	7.688	21.017	35.073	0	31.492	0	2.322	0	58.779	18.143	0
ENSDARG00000077677	234.341	384.97	229.915	338.587	344.273	449.508	399.356	411.664	423.157	131.41	265.563	366.751
ENSDARG00000077686	51.091	76.793	67.376	150.146	65.591	60.746	99.894	97.821	95.096	35.758	33.008	89.047
ENSDARG00000077687	12	11	46	0	16	0	40	10	21	0	46	17
ENSDARG00000077688	6	12	18	14	2	24	57	1	8	0	0	0
ENSDARG00000077690	984.202	1463.223	1043.748	1400.041	869.735	821.081	1078.463	1326.47	1235.042	830.784	941.322	1330.108
ENSDARG00000077691	73	198	55	52	86	57	84	124	122	24	28	63
ENSDARG00000077694	411	549	429	544	455	357	263	618	604	510	249	443
ENSDARG00000077696	280	430.693	343	324	292	176	559	499.453	520.234	282.352	286	598.778
ENSDARG00000077697	28.311	29.122	4.92	45.047	6.544	36.755	43.956	0	11.68	0	0	22.482
ENSDARG00000077698	208	196	244	187	127	280	384.506	257.444	348.468	84	213.257	310.763
ENSDARG00000077706	0	123.053	0	0	69.56	102.242	140.911	187.693	112.235	0	114.842	104.734
ENSDARG00000077709	1345.915	1455.473	1021.116	1845.053	1136.618	1185.079	1345.137	1582.587	1791.832	1550.265	1021.189	1348.549
ENSDARG00000077710	12	70	17	7	0	31	0	22	39	0	0	0
ENSDARG00000077712	17.667	67.309	59.587	20.759	46.498	54.08	75	38.755	12.642	1.949	21.094	10.22
ENSDARG00000077715	35	90	86	147	56	30	0	50	64	15	114	79
ENSDARG00000077717	12553	28021	18476.001	20960	15506	21285	14184.999	19037.001	23883.999	17749	15644	17876
ENSDARG00000077721	757	1127	1138	1279	825	1130	642	984	1003	1638	1371	1176
ENSDARG00000077722	90	143	91	108	30	9	30	130	112	18	57	33
ENSDARG00000077726	738	878	796	915	276	473	561	825	1150	306	361	580
ENSDARG00000077728	415	554	381	190	221	335	322	731	601	546	394	695
ENSDARG00000077732	6700.226	10068.285	7525.03	10744	6910.01	7566	7239	7919.775	8922.968	8230.934	7177.113	9299.757
ENSDARG00000077737	850.441	1260.406	734.585	763.991	1085.708	856.33	1072.782	1489.178	1111.683	786.327	597.542	880.54
ENSDARG00000077740	98	126	101	32	74	56	45	98	144	25	43	17
ENSDARG00000077741	0	3	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077745	0	0	0	0	0	0	0	0	9	0	0	0
ENSDARG00000077746	7	8	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077749	94	199	113	122	117	123	64	80	120	21	10	99
ENSDARG00000077751	397	673	567	530	392	632	550	544	669	342	378	442
ENSDARG00000077760	247	260	199	279	87	250	279	308	267	132	349	310
ENSDARG00000077761	0	14	13	11	0	0	0	0	17	39	9	0
ENSDARG00000077762	10	1	27	0	0	0	0	5	7	0	0	0
ENSDARG00000077764	0	7	0	0	0	0	0	3	4	0	43	15
ENSDARG00000077768	70	108	125	248	143	50	105	142	232	60	122	93
ENSDARG00000077769	105	165	54	126	69	100	129	143	117	52	76	145
ENSDARG00000077775	1	47	51	22	17	3	0	28	12	4	19	9
ENSDARG00000077776	3167	4471	3656	3874	3364	2852	3239	4616	5220	3648	3623	4427
ENSDARG00000077777	31577	39519	33042	33411	20610	25865	31293	37703	42308	25816	23908	26030
ENSDARG00000077778	175	302.683	196	223	255	224	107	260	215.223	268	100	165
ENSDARG00000077782	0	6	26	0	3	12	25	15	0	0	0	21
ENSDARG00000077783	42.412	142.198	102.382	0	126	17.789	280.096	97.827	124.154	154	0	46.379
ENSDARG00000077785	988.84	1623	914	1188	1124	842	1110	1534	1745.001	1122	844	1398
ENSDARG00000077788	8	167	96	112	71	42	14	45	77	51	21	88
ENSDARG00000077790	421	691	671	500	554	479	316	527	668	161	560	621
ENSDARG00000077791	3055	4667	3781	4307	3407	2985	3144	3503	4169	3315	3924	4922
ENSDARG00000077792	109	196	253	42	51	50	303	188	412	22	89	133
ENSDARG00000077794	0	13.332	0	0	0	0	0	14.908	8.168	0	0	0
ENSDARG00000077799	3158	4255	2965	681	434	467	4099	4348	6010	760	643	946
ENSDARG00000077804	1457.101	2454.616	1891.743	1372.569	1573.979	1397.784	1618.44	2043.305	2203.18	1261.246	1236.66	1656.435
ENSDARG00000077809	15	0	4	22	0	12	0	20	24	48	0	15
ENSDARG00000077810	266	326	384	308	366	338	417	407	367	303	288	444
ENSDARG00000077811	4920	6844	5239	4526	4531	3587	4998	6143	6823	4020	4709	5432
ENSDARG00000077812	21	99	48	0	25	10	15	42	76	0	2	44
ENSDARG00000077813	0	8	2	0	0	0	0	0	0	0	0	0
ENSDARG00000077815	420	772	706	595	224	277	449	743	868	323	327	618
ENSDARG00000077817	225	371	151	261	265	94	385	674	513	262	376	285
ENSDARG00000077818	112	189	92	51	270	100	165	63	181	78	32	69
ENSDARG00000077822	52	53	59	174	24	14	100	28	127	75	83	18
ENSDARG00000077823	20.602	134.54	70	157.935	94	64.592	84	56	117.721	0	57.099	23.634
ENSDARG00000077826	5	46	0	15	47	69	56	62	18	41	14	0
ENSDARG00000077828	234.497	296.248	446.74	389.374	250.987	493.717	256.705	273.253	371.303	343.294	291.974	332.324
ENSDARG00000077830	166.26	175.372	171.153	169.462	144.282	130.402	158.007	135.665	197.09	40.319	150.235	213.743
ENSDARG00000077836	0	0	14	0	0	6	0	0	10	0	0	0
ENSDARG00000077839	48	121	110	30	109	70	54	56	101	44	13	66
ENSDARG00000077840	5196	7932	5388	5857	4352	4230	5916	7144	7691	4564	3905	4828
ENSDARG00000077842	236	478	330	317	381	204	342	425	369	376	220	305
ENSDARG00000077845	0	0	0	0	0	0	5	0	0	0	0	0
ENSDARG00000077847	2830	4824	3254	3551	2787	2777	3191	3469	4459	2485	3167	3043
ENSDARG00000077850	1318	2637.001	1788	2278	1786	1823	1836	1744	2154	1697	1353	2129
ENSDARG00000077852	1712	2936	2393	1196	797	1245	2146	2716	2964	1219	814	1422
ENSDARG00000077853	19	32	3	21	0	0	15	0	32	47	0	12
ENSDARG00000077855	142.905	182.003	108	165	273	287.999	153	222.001	171.999	240	203	142.537
ENSDARG00000077858	0	1	0	11	0	0	0	4	0	0	0	5
ENSDARG00000077859	206	325	234	212	234	251	217	315	281	213	221	280
ENSDARG00000077860	2996	5046.925	3819	2861	2278	2678.984	3490	4200.946	4401.842	2159	2562	2911
ENSDARG00000077861	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077862	11.086	29.992	0	22.714	20.536	14.234	0	19.716	23.292	21.797	0	0
ENSDARG00000077863	72	46	64	17	0	98	34	56	126	38	37	37
ENSDARG00000077864	44	58	16	0	69	86	51	91	58	0	33	8
ENSDARG00000077866	157.254	126.291	90.746	375.226	37.862	356.705	167.977	140.342	120.901	362.761	89.605	261.899
ENSDARG00000077870	982	1625	1103	1141	1016	931	1374.001	1436	1679	756	1042	1322
ENSDARG00000077872	0	17.195	0	0	0	31.204	0	0	0	0	0	0
ENSDARG00000077874	0	0	0	0	0	0	0	0	0	0	0	2
ENSDARG00000077875	0	2	0	0	0	32	0	0	26	0	0	9
ENSDARG00000077877	39.05	51.946	30.369	0	125.678	0	127.718	57.133	129.996	86.189	43.011	36.26
ENSDARG00000077878	0	0	0	0	0	5	0	2	9	0	0	0
ENSDARG00000077880	0	7	0	0	0	42	0	0	0	32	0	0
ENSDARG00000077881	311.026	374.955	379.01	278.934	185.001	244	275.482	451.743	545.127	322.045	287.015	439.035
ENSDARG00000077882	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077883	49	129	15	74	131	16	134	101	88	92	14	75
ENSDARG00000077897	35	118	55	108	92	85	102	148	127	36	119	150
ENSDARG00000077898	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077899	0	0	0	0	0	0	0	5.004	0	0	0	0
ENSDARG00000077900	71.367	125.626	110.665	100.885	48.003	23.73	1.21	62.175	73.091	0	53.686	2.002
ENSDARG00000077901	2292	4095.999	3564	2603.001	1856	2238	2991	3380	4243.001	2091	2192	2825
ENSDARG00000077905	30	51	25	49	79	34	53	43	46	44	13	49
ENSDARG00000077906	1291.977	1819.841	1121.675	1206.613	1058.456	915.97	1349.44	1395.76	1788.404	738.972	1076.959	1369.336
ENSDARG00000077907	234	164	67	188	44	24	111	126	166	99	98	173
ENSDARG00000077909	14	7	0	0	0	0	0	0	8	0	0	0
ENSDARG00000077910	18.927	20.538	30.008	20.718	0	50.049	19	0	18.913	39	10.886	46
ENSDARG00000077911	30	21	1	37	5	0	16	17	0	55	28	0
ENSDARG00000077912	648.215	1211.175	988.48	706.121	658	467.114	729.162	1207.627	1298.136	348.274	472.033	736.082
ENSDARG00000077915	0	0	2	0	0	0	0	34	10	0	0	17
ENSDARG00000077918	0	0	0	0	0	10	30	7	17	0	0	0
ENSDARG00000077920	100	85	162	47	181	26	58	73	114	45	63	48
ENSDARG00000077926	110	284	178	161	121	177	101.001	193.001	182.003	79	78	70
ENSDARG00000077928	293.351	520.079	340.355	418.41	382.056	292.834	372.335	320.451	454.39	470.062	222.99	427.742
ENSDARG00000077934	619	1065	746	567	657	477	830	758	1004	314	388	542
ENSDARG00000077938	66	62	44	87	0	30	85	36	69	80	51	56
ENSDARG00000077943	103.214	127.004	132	183	100	50	66	213.71	197.17	56	14	94
ENSDARG00000077946	1729	2225	1905	1792	1670	1214	1923	2536	2850	1438	1384	1606
ENSDARG00000077948	1744	2109	1752	1487	1487	1450	1768	1686	2081	1359	1149	1958
ENSDARG00000077950	276	454	277	426	235	345	477	391	330	306	122	406
ENSDARG00000077955	472.985	807.613	618.047	456.371	775.715	442.192	529.547	756.233	1025.579	337.806	750.819	818.756
ENSDARG00000077959	0	0	0	0	0	15	0	0	0	0	0	0
ENSDARG00000077960	0	29.806	11.023	19.014	1.112	23.998	34.036	27.049	32.223	46.01	1	2.924
ENSDARG00000077962	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077967	2507	3588	2641.999	3120	2695	2342	3315.999	3509	4109.999	2206	1783	2994
ENSDARG00000077975	9	2	0	0	0	0	16	0	0	0	0	0
ENSDARG00000077979	0	0	0	19	0	0	0	16	3	0	0	0
ENSDARG00000077982	84	167	158	42	113	113	234	153	97	61	9	48
ENSDARG00000077983	37	17	63	0	53	13	0	32	98.977	0	35.58	30
ENSDARG00000077985	55	85	30	31	130	20	86	76	82	32	57	67
ENSDARG00000077986	754.676	1197.793	904.23	861.869	851.08	540.675	658.49	1074.439	1114.085	800.405	661.766	1084.525
ENSDARG00000077987	907	1503	1245	980	639	810	1016	1147	1550	715	805	1075
ENSDARG00000077988	206	354	367	146	304	383	501	396	431	303	146	167
ENSDARG00000077994	13	50	42	6	0	38	0	48	78	102	0	4
ENSDARG00000077996	31	96	65	20	0	17	0	43	96	19	25	2
ENSDARG00000077998	34	3	18	0	0	0	0	6	1	0	0	0
ENSDARG00000078001	24	42	60	0	34	46	55	37	30	0	0	10
ENSDARG00000078002	39	108	8	38	45	35	0	26	91	138	123	33
ENSDARG00000078004	0	0	7	0	0	0	0	8	5	0	0	20.788
ENSDARG00000078006	1152.411	1661.711	1230.046	1894.103	901.819	1427.309	1346.682	1386.196	1380.739	1449.968	1201.703	1687.21
ENSDARG00000078011	28	60	43	76	60	11	0	46	93	66	10	60
ENSDARG00000078012	0	0	0	0	0	0	0	0	0	47	0	0
ENSDARG00000078014	535.098	876.097	567.441	734.614	539.591	479.113	555.263	720.051	714.609	468.027	502.852	548.4
ENSDARG00000078016	1	53	13	17	23	0	16	24	11	0	47	0
ENSDARG00000078018	49	114	137	98	51	63	96	89	113	0	24	101
ENSDARG00000078022	79	258	104	47	14	27	185	129	228	22	21	22
ENSDARG00000078026	285.021	255.994	226	354	209	223	166	393.302	379	353	174	336
ENSDARG00000078034	204.806	494.51	268.033	94.039	252.208	118.032	176.011	247.193	190.142	107.062	62.009	302.944
ENSDARG00000078037	549	505	543	571	421	427	479	370	568	507	794	465
ENSDARG00000078041	761.951	1203	772.99	986.858	858	717.814	841.921	741.896	1022.87	591	571	767.956
ENSDARG00000078042	988.739	1484.994	1134.913	1241.71	1159.339	1012.019	850.848	766.028	1137.946	880.15	1097.767	1027.266
ENSDARG00000078050	11	41	29	17	20	5	0	93	87	14	9	50
ENSDARG00000078052	0	0	9	0	0	0	0	0	0	0	0	0
ENSDARG00000078055	892	1067.999	903	1206.001	646	805	1036	901	1079	996	726.999	1239
ENSDARG00000078056	1153	2181	1716	1646	1309	1060	1415	1592	1863	597	1010	1579
ENSDARG00000078057	3506.688	4687.948	5280.003	3048	2166.891	2612	4043.687	4386.352	5432.457	2063	1978	2705.939
ENSDARG00000078058	404	1197	743	576	515	384	567	624	958	337	390	589
ENSDARG00000078059	276	459	266	205	242	232	569	434	405	333	175	274
ENSDARG00000078060	1214.051	1352.116	1171.031	1548.324	1340.456	770.108	1185.433	1324.56	1525.078	1035.167	1449.963	1592.052
ENSDARG00000078065	9	5	0	0	0	0	0	0	0	0	0	32
ENSDARG00000078066	38	91	52	79	58	17	1	16	72	0	13	18
ENSDARG00000078068	193	208	225	93	123	246	208	352	287	123	102	158
ENSDARG00000078069	1185.086	1904.983	1319.746	1669.421	1343.169	1677.867	654.921	1598.487	2061.748	2115	1081.611	1479.629
ENSDARG00000078072	29	74	35	79	0	7	85	24	77	56	113	127
ENSDARG00000078073	351	390	261	473	224.999	238	283	410	441	258	384	402
ENSDARG00000078075	103.652	318.962	109.105	75.173	82.018	31.902	159.666	247.206	302.308	57.609	173.028	97.543
ENSDARG00000078076	45	65	37	58	0	22	20	19	2	66	0	82
ENSDARG00000078077	124.261	128.503	146.675	82.469	82.522	52.237	206.497	187.149	179.548	127.443	122.693	110.823
ENSDARG00000078078	447	667	516	248	282	299	392	447	800	231	205	259
ENSDARG00000078083	263	527.147	412.347	376	267.766	447.48	213	492.986	433.23	172	390	443.203
ENSDARG00000078087	407	705.002	573	478	363	389	341	366	433	408	422	255
ENSDARG00000078088	1746	3647	2207	2282	956	1382	2334	1907	2966	1614	1660	2236
ENSDARG00000078092	3	60	64	6	0	42	18	20	21	25	0	24
ENSDARG00000078093	7	0	0	0	0	0	0	0	1	0	0	0
ENSDARG00000078094	20	130	95	66	96	65	26	52	69	0	9	84
ENSDARG00000078095	2412	2933	2620	2737	2350.933	1954.852	2325	2628.337	3116.006	1837	2057	2586
ENSDARG00000078101	0	35.37	12.314	46.168	116.552	0	0	12.029	0	46.445	34.016	0
ENSDARG00000078102	234	402.999	319	223	184	396	187	264	460	179	73	211
ENSDARG00000078105	1291	2219.001	1558	2312.001	1317.999	1427	1655	1400.001	2126	1643	1043.001	1754.001
ENSDARG00000078106	871	1165	964	725.009	640	584	898	1099	1206.003	645	779	1134
ENSDARG00000078108	0	12	0	15	4	0	0	0	0	0	0	0
ENSDARG00000078109	1258	1859	1354	1367	1097	783	1388	1485	1299	1132	1086	1046
ENSDARG00000078111	173	384	302	238	393	207	218	287	262	265	212	291
ENSDARG00000078113	2942	4048	3549	4048	2005	2615	2511	3783	4329	2373	1941	2425
ENSDARG00000078114	212.621	355.694	182.89	271.611	368.317	305.87	211.228	271.78	328.615	251.679	321.36	341.381
ENSDARG00000078118	436	517	371	429	359	222	388	629	664	341	317	394
ENSDARG00000078119	4	12	0	0	0	0	13	19	9	0	12	0
ENSDARG00000078123	352	879	561	397	377	430	525	568	624	460	277	371
ENSDARG00000078125	51	298	84	37	31	0	25	96	166	0	62	66
ENSDARG00000078127	338	630	270	337	178	173	163	349	487	30	192	206
ENSDARG00000078130	50.633	126.946	59	87.875	81.914	34	148	134	138.34	57	120.089	168.015
